,emocao,tempo,size
2038,Surpreso,100.0,6
2039,Surpreso,102.0,6
2040,Surpreso,104.0,6
2041,Surpreso,106.0,7
2042,Surpreso,108.0,7
2043,Surpreso,110.0,7
2044,Surpreso,112.0,5
2045,Surpreso,114.0,6
2046,Surpreso,116.0,6
2047,Surpreso,118.0,6
2048,Surpreso,120.0,7
2049,Surpreso,122.0,6
2050,Surpreso,124.0,7
2051,Surpreso,126.0,7
2052,Surpreso,128.0,7
2053,Surpreso,130.0,6
2054,Surpreso,132.0,7
2055,Surpreso,134.0,6
2056,Surpreso,136.0,6
2057,Surpreso,138.0,6
2058,Surpreso,140.0,7
2059,Surpreso,142.0,8
2060,Surpreso,144.0,6
2061,Surpreso,146.0,6
2062,Surpreso,148.0,7
2063,Surpreso,150.0,7
2064,Surpreso,152.0,6
2065,Surpreso,154.0,7
2066,Surpreso,158.0,8
2067,Surpreso,160.0,8
2068,Surpreso,162.0,7
2069,Surpreso,164.0,7
2070,Surpreso,166.0,7
2071,Surpreso,168.0,8
2072,Surpreso,170.0,8
2073,Surpreso,172.0,8
2074,Surpreso,174.0,6
2075,Surpreso,176.0,7
2076,Surpreso,178.0,6
2077,Surpreso,180.0,7
2078,Surpreso,182.0,5
2079,Surpreso,186.0,6
2080,Surpreso,188.0,7
2081,Surpreso,190.0,8
2082,Surpreso,192.0,6
2083,Surpreso,194.0,5
2084,Surpreso,196.0,7
2085,Surpreso,198.0,7
2086,Surpreso,200.0,7
2087,Surpreso,202.0,7
2088,Surpreso,204.0,7
2089,Surpreso,206.0,7
2090,Surpreso,208.0,7
2091,Surpreso,210.0,7
2092,Surpreso,212.0,6
2093,Surpreso,214.0,7
2094,Surpreso,216.0,7
2095,Surpreso,218.0,7
2096,Surpreso,220.0,7
2097,Surpreso,222.0,6
2098,Surpreso,224.0,6
2099,Surpreso,226.0,7
2100,Surpreso,228.0,6
2101,Surpreso,230.0,7
2102,Surpreso,232.0,7
2103,Surpreso,234.0,7
2104,Surpreso,236.0,7
2105,Surpreso,238.0,6
2106,Surpreso,240.0,6
2107,Surpreso,242.0,7
2108,Surpreso,244.0,7
2109,Surpreso,246.0,6
2110,Surpreso,248.0,6
2111,Surpreso,250.0,6
2112,Surpreso,252.0,6
2113,Surpreso,254.0,7
2114,Surpreso,256.0,8
2115,Surpreso,258.0,7
2116,Surpreso,260.0,7
2117,Surpreso,262.0,7
2118,Surpreso,264.0,7
2119,Surpreso,268.0,8
2120,Surpreso,270.0,7
2121,Surpreso,272.0,8
2122,Surpreso,274.0,8
2123,Surpreso,276.0,7
2124,Surpreso,280.0,8
2125,Surpreso,282.0,8
2126,Surpreso,284.0,8
2127,Surpreso,286.0,8
2128,Surpreso,288.0,7
2129,Surpreso,290.0,8
2130,Surpreso,292.0,7
2131,Surpreso,294.0,7
2132,Surpreso,296.0,7
2133,Surpreso,298.0,6
2134,Surpreso,300.0,6
2135,Surpreso,302.0,5
2136,Surpreso,304.0,6
2137,Surpreso,306.0,5
2138,Surpreso,308.0,4
2139,Surpreso,310.0,6
2140,Surpreso,312.0,7
2141,Surpreso,314.0,8
2142,Surpreso,316.0,6
2143,Surpreso,318.0,6
2144,Surpreso,320.0,6
2145,Surpreso,322.0,7
2146,Surpreso,324.0,6
2147,Surpreso,326.0,4
2148,Surpreso,328.0,5
2149,Surpreso,330.0,5
2150,Surpreso,332.0,5
2151,Surpreso,334.0,6
2152,Surpreso,336.0,6
2153,Surpreso,338.0,5
2154,Surpreso,340.0,6
2155,Surpreso,342.0,4
2156,Surpreso,344.0,6
2157,Surpreso,346.0,6
2158,Surpreso,348.0,5
2159,Surpreso,350.0,4
2160,Surpreso,352.0,4
2161,Surpreso,354.0,4
2162,Surpreso,356.0,7
2163,Surpreso,358.0,7
2164,Surpreso,360.0,7
2165,Surpreso,362.0,8
2166,Surpreso,364.0,5
2167,Surpreso,366.0,6
2168,Surpreso,368.0,6
2169,Surpreso,370.0,5
2170,Surpreso,372.0,7
2171,Surpreso,374.0,6
2172,Surpreso,376.0,8
2173,Surpreso,378.0,5
2174,Surpreso,380.0,5
2175,Surpreso,382.0,7
2176,Surpreso,384.0,7
2177,Surpreso,386.0,5
2178,Surpreso,388.0,5
2179,Surpreso,390.0,5
2180,Surpreso,392.0,7
2181,Surpreso,394.0,7
2182,Surpreso,396.0,5
2183,Surpreso,398.0,6
2184,Surpreso,400.0,6
2185,Surpreso,402.0,7
2186,Surpreso,404.0,6
2187,Surpreso,406.0,5
2188,Surpreso,408.0,5
2189,Surpreso,410.0,5
2190,Surpreso,412.0,5
2191,Surpreso,414.0,5
2192,Surpreso,416.0,4
2193,Surpreso,418.0,4
2194,Surpreso,420.0,4
2195,Surpreso,422.0,4
2196,Surpreso,424.0,3
2197,Surpreso,426.0,3
2198,Surpreso,428.0,4
2199,Surpreso,430.0,3
2200,Surpreso,432.0,4
2201,Surpreso,434.0,3
2202,Surpreso,436.0,4
2203,Surpreso,438.0,5
2204,Surpreso,440.0,4
2205,Surpreso,442.0,4
2206,Surpreso,444.0,5
2207,Surpreso,446.0,5
2208,Surpreso,448.0,4
2209,Surpreso,450.0,5
2210,Surpreso,452.0,7
2211,Surpreso,454.0,7
2212,Surpreso,456.0,6
2213,Surpreso,458.0,6
2214,Surpreso,460.0,6
2215,Surpreso,462.0,4
2216,Surpreso,464.0,4
2217,Surpreso,466.0,4
2218,Surpreso,468.0,4
2219,Surpreso,470.0,6
2220,Surpreso,472.0,5
2221,Surpreso,474.0,5
2222,Surpreso,476.0,6
2223,Surpreso,478.0,6
2224,Surpreso,480.0,6
2225,Surpreso,482.0,6
2226,Surpreso,484.0,6
2227,Surpreso,486.0,6
2228,Surpreso,488.0,6
2229,Surpreso,490.0,5
2230,Surpreso,492.0,6
2231,Surpreso,494.0,6
2232,Surpreso,496.0,4
2233,Surpreso,498.0,6
2234,Surpreso,500.0,6
2235,Surpreso,502.0,6
2236,Surpreso,504.0,5
2237,Surpreso,506.0,6
2238,Surpreso,508.0,5
2239,Surpreso,510.0,5
2240,Surpreso,512.0,6
2241,Surpreso,514.0,7
2242,Surpreso,516.0,6
2243,Surpreso,518.0,6
2244,Surpreso,520.0,6
2245,Surpreso,522.0,4
2246,Surpreso,524.0,4
2247,Surpreso,526.0,4
2248,Surpreso,528.0,4
2249,Surpreso,530.0,5
2250,Surpreso,532.0,3
2251,Surpreso,534.0,4
2252,Surpreso,536.0,4
2253,Surpreso,538.0,3
2254,Surpreso,540.0,3
2255,Surpreso,542.0,4
2256,Surpreso,544.0,4
2257,Surpreso,548.0,4
2258,Surpreso,550.0,4
2259,Surpreso,558.0,5
2260,Surpreso,560.0,4
2261,Surpreso,562.0,5
2262,Surpreso,564.0,6
2263,Surpreso,566.0,5
2264,Surpreso,568.0,5
2265,Surpreso,570.0,4
2266,Surpreso,572.0,6
2267,Surpreso,574.0,4
2268,Surpreso,576.0,5
2269,Surpreso,578.0,3
2270,Surpreso,580.0,5
2271,Surpreso,582.0,4
2272,Surpreso,584.0,5
2273,Surpreso,586.0,4
2274,Surpreso,588.0,6
2275,Surpreso,590.0,5
2276,Surpreso,592.0,6
2277,Surpreso,594.0,6
2278,Surpreso,596.0,6
2279,Surpreso,598.0,4
2280,Surpreso,600.0,4
2281,Surpreso,602.0,4
2282,Surpreso,604.0,4
2283,Surpreso,606.0,5
2284,Surpreso,608.0,4
2285,Surpreso,610.0,5
2286,Surpreso,612.0,5
2287,Surpreso,614.0,7
2288,Surpreso,616.0,6
2289,Surpreso,618.0,4
2290,Surpreso,620.0,4
2291,Surpreso,622.0,4
2292,Surpreso,624.0,7
2293,Surpreso,626.0,6
2294,Surpreso,628.0,5
2295,Surpreso,630.0,5
2296,Surpreso,632.0,5
2297,Surpreso,634.0,6
2298,Surpreso,636.0,5
2299,Surpreso,638.0,5
2300,Surpreso,640.0,6
2301,Surpreso,642.0,5
2302,Surpreso,644.0,6
2303,Surpreso,646.0,6
2304,Surpreso,648.0,6
2305,Surpreso,650.0,5
2306,Surpreso,652.0,5
2307,Surpreso,654.0,5
2308,Surpreso,656.0,5
2309,Surpreso,658.0,6
2310,Surpreso,660.0,4
2311,Surpreso,662.0,4
2312,Surpreso,664.0,5
2313,Surpreso,670.0,5
2314,Surpreso,674.0,6
2315,Surpreso,678.0,6
2316,Surpreso,680.0,4
2317,Surpreso,682.0,6
2318,Surpreso,684.0,6
2319,Surpreso,686.0,6
2320,Surpreso,688.0,6
